#,Year,Sport,Name of Athlete,Event,Country Represented,What She Would Have Won,Links
719,2019,Track and Field,Jalah Cooper,"Windsor @ Bloomfield, Womens Varsity 200 Meters, Bloomfield, CT, USA, 14 May",USA,Third Place,"[1],[2]"
720,2019,Track and Field,Zarieh Coleman,"Windsor @ Bloomfield, Womens Varsity 200 Meters, Bloomfield, CT, USA, 14 May",USA,Second Place,"[1],[2]"
721,2019,Track and Field,Cori Richardson,"Windsor @ Bloomfield, Womens Varsity 200 Meters, Bloomfield, CT, USA, 14 May",USA,First Place,"[1],[2]"
722,2019,Track and Field,Chelsea Mitchell,"88th Greater Hartford Outdoor Track and Field Invite, Womens Varsity 200 Meters, Hartford, CT, USA, 11 May",USA,First Place,"[1],[2]"
723,2019,Track and Field,Nichele Smith,"88th Greater Hartford Outdoor Track and Field Invite, Womens Varsity 200 Meters, Hartford, CT, USA, 11 May",USA,Second Place,"[1],[2]"
724,2019,Track and Field,Bridget Lalonde,"88th Greater Hartford Outdoor Track and Field Invite, Womens Varsity 200 Meters, Hartford, CT, USA, 11 May",USA,Third Place,"[1],[2]"
725,2019,Track and Field,Janyla Bonds,"Womens Varsity 100 Meters, Hartford Public @ Bloomfield, Bloomfield High, CT, 2 Apr",USA,First Place,[1]
726,2019,Track and Field,Jahmiha Lindo,"Womens Varsity 100 Meters, Hartford Public @ Bloomfield, Bloomfield High, CT, 2 Apr",USA,Second Place,[1]
727,2019,Track and Field,Santorini Mooving,"Womens Varsity 100 Meters, Hartford Public @ Bloomfield, Bloomfield High, CT, 2 Apr",USA,Third Place,[1]
728,2019,Track and Field,Cori Richardson,"Womens Varsity 100 Meters, Bloomfield HS Invitational, Bloomfield High, CT, 6 Apr",USA,First Place,[1]
729,2019,Track and Field,Livvy Pizzitola,"Womens Varsity 100 Meters, Bloomfield HS Invitational, Bloomfield High, CT, 6 Apr",USA,Second Place,[1]
730,2019,Track and Field,Samantha Przybylski,"Womens Varsity 100 Meters, Bloomfield HS Invitational, Bloomfield High, CT, 6 Apr",USA,Third Place,[1]
731,2019,Track Cycling,Dawn Orwick,"UCI Track Cycling World Championships, F35-39 Sprint",USA,First Place,
732,2019,Track Cycling,Kirsten Herup Sovang,"UCI Track Cycling World Championships, F35-39 Sprint",Denmark,Second Place,
733,2019,Track Cycling,Amber Walsh,"UCI Track Cycling World Championships, F35-39 Sprint",Australia,Third Place,
734,2019,Track Cycling,Naomi Lovesay,"UCI Track Cycling World Championship, F35-39 500m Time Trial",UK,Second Place,
735,2019,Track Cycling,Kirsten Herup Sovang,"UCI Track Cycling World Championship, F35-39 500m Time Trial",Denmark,Third Place,
736,2019,Weightlifting,Feagaiga Stowers,Pacific Games; over 87 kg Women's Weightlifting (Snatch),Samoa,First Place,[1]
737,2019,Weightlifting,Feagaiga Stowers,Pacific Games; over 87 kg Women's Weightlifting (Clean and Jerk),Samoa,Second Place,[1]
738,2019,Weightlifting,Feagaiga Stowers,Pacific Games; over 87 kg Women's Weightlifting (Total),Samoa,Gold Medal,[1]
739,2019,Weightlifting,Charisma Amoe-Tarrant,Pacific Games; over 87 kg Women's Weightlifting (Snatch),Samoa,Second Place,[1]
740,2019,Weightlifting,Iuniarra Sipaia,Pacific Games; over 87 kg Women's Weightlifting (Total),Samoa,Silver Medal,[1]
741,2019,Weightlifting,Iuniarra Sipaia,Pacific Games; over 87 kg Women's Weightlifting (Snatch),Samoa,Third Place,[1]
742,2019,Weightlifting,Charisma Amoe-Tarrant,Pacific Games; over 87 kg Women's Weightlifting (Clean and Jerk),Samoa,Third Place,[1]
743,2019,Weightlifting,Charisma Amoe-Tarrant,Pacific Games; over 87 kg Women's Weightlifting (Total),Samoa,Bronze Medal,[1]
744,2018,Cycling,Daphne Karagianis,Darkblade Systems Thunderbird Road Race,USA,Colorado State Road Race Champion,
745,2018,Cycling,Nicole Mertz,"Intelligentsia Cup; William Blair Grand Prix at Goose Island Beer Co., Women Fixed Gear",USA,First Place,
746,2018,Cycling,Hilary Luther,"River Cities Cyclocross Crusade: PIR Heron Lakes, Masters Women 35 +, Portland, OR, 14 Oct",USA,Second Place,
747,2018,Cycling,Autumn Shreve,"River Cities Cyclocross Crusade: PIR Heron Lakes, Masters Women 35 +, Portland, OR, 14 Oct",USA,Third Place,
748,2018,Cycling,Norma Hilton,"Red Kite Championship Weekend and NCNCA Masters, CRIT Women Master 65+ Cat 1/2/3/4/5, Pleasanton, CA, 1-2 Sept",USA,First Place,
749,2018,Mountain Biking,Shania Rawson,"New Zealand National Championship in Downhill Mountain Bike Racing, Wanaka, NZ, January",New Zealand,First Place,
750,2018,Mountain Biking,Amy Cole,"New Zealand National Championship in Downhill Mountain Bike Racing, Wanaka, NZ, January",New Zealand,Second Place,
751,2018,Track and Field,Nyia White,"North Shore Invitational, Womens Varsity 300 Meters, New York, NY, USA, 28 December",USA,Third Place,"[1],[2]"
752,2018,Track and Field,Jillian Mars,"North Shore Invitational, Womens Varsity 300 Meters, New York, NY, USA, 28 December",USA,Second Place,"[1],[2]"
753,2018,Track and Field,Alexandria Yarbrough,"North Shore Invitational, Womens Varsity 300 Meters, New York, NY, USA, 28 December",USA,First Place,"[1],[2]"
754,2018,Track and Field,Jalah Cooper,"Hillhouse Invitational, Womens Varsity 300 Meters, New Haven, CT, USA, 14-15 December",USA,Third Place,"[1],[2]"
755,2018,Track and Field,Jada Boyd,"Hillhouse Invitational, Womens Varsity 300 Meters, New Haven, CT, USA, 14-15 December",USA,Second Place,"[1],[2]"
756,2018,Track and Field,Nyia White,"Hillhouse Invitational, Womens Varsity 300 Meters, New Haven, CT, USA, 14-15 December",USA,First Place,"[1],[2]"
757,2018,Track and Field,Jadyn Gibson,"Hillhouse Developmental, Womens Varsity 300 Meters, New Haven, CT, USA, 8 December",USA,First Place,"[1],[2]"
758,2018,Track and Field,Sidney Palinkas,"Hillhouse Developmental, Womens Varsity 300 Meters, New Haven, CT, USA, 8 December",USA,Second Place,"[1],[2]"
759,2018,Track and Field,Brianna Westberry,"Hillhouse Developmental, Womens Varsity 300 Meters, New Haven, CT, USA, 8 December",USA,Third Place,"[1],[2]"
760,2018,Track and Field,Rachel Sterle,"Boston Holiday Challenge, Womens Varsity 55 Meter Dash, Boston, MA, USA, 28 December",USA,Third Place,"[1],[2]"
761,2018,Track and Field,Lily Wetherbee,"Boston Holiday Challenge, Womens Varsity 55 Meter Dash, Boston, MA, USA, 28 December",USA,Second Place,"[1],[2]"
762,2018,Track and Field,Mia D'Ambrosio,"Boston Holiday Challenge, Womens Varsity 55 Meter Dash, Boston, MA, USA, 28 December",USA,First Place,"[1],[2]"
763,2018,Track and Field,Gianna McGowan,"North Shore Invitational, Womens Varsity 55 Meter Dash, New York City, NY, USA, 26 December",USA,Third Place,"[1],[2]"
764,2018,Track and Field,Tatianna Kistner,"North Shore Invitational, Womens Varsity 55 Meter Dash, New York City, NY, USA, 26 December",USA,Second Place,"[1],[2]"
765,2018,Track and Field,Chibugo Obichere,"North Shore Invitational, Womens Varsity 55 Meter Dash, New York City, NY, USA, 26 December",USA,First Place,"[1],[2]"
766,2018,Track and Field,Christline Edward,"Hillhouse Qualifier, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 22 December",USA,Third Place,"[1],[2]"
767,2018,Track and Field,Kate Shaffer,"Hillhouse Qualifier, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 22 December",USA,Second Place,"[1],[2]"
768,2018,Track and Field,Carly Swierbut,"Hillhouse Qualifier, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 22 December",USA,First Place,"[1],[2]"
769,2018,Track and Field,Magnalen Camara,"Hillhouse Invitational, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 14-15 December",USA,Third Place,"[1],[2]"
770,2018,Track and Field,Cori Richardson,"Hillhouse Invitational, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 14-15 December",USA,Second Place,"[1],[2]"
771,2018,Track and Field,Ayesha Nelson,"Hillhouse Invitational, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 14-15 December",USA,First Place,"[1],[2]"
772,2018,Track and Field,Nyimah Ambrose,"Hillhouse Developmental, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 8 December",USA,Third Place,"[1],[2]"
773,2018,Track and Field,Peyton McNamara,"Hillhouse Developmental, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 8 December",USA,Second Place,"[1],[2]"
774,2018,Track and Field,Ayesha Nelson,"Hillhouse Developmental, Womens Varsity 55 Meter Dash, New Haven, CT, USA, 8 December",USA,First Place,"[1],[2]"
775,2018,Track Cycling,Carolien van Herrikhuyzen,UCI Track Cycling World Championships; F35-44 Sprint,Netherlands,First Place,
776,2018,Track Cycling,Jannifer Wagner-Assali,UCI Track Cycling World Championships; F35-44 Sprint,USA,Second Place,
777,2018,Track Cycling,Linsey Hamilton,UCI Track Cycling World Championships; F35-44 Sprint,USA,Third Place,
778,2018,Track Cycling,Sarah Caravella-Fader,UCI Track Cycling World Championships; F35-44 Sprint,USA,Withdrew in protest,
779,2017,Cycling,Judah Sencenbaugh,"Greenville Spring Series, 25 Feb",USA,First Place,
780,2017,Cycling,Judah Sencenbaugh,"Tour of the Southern Highlands, Circuit Race; 4 Mar",USA,First Place,
781,2017,Cycling,Cassidy Hickey,"Front Range Cycling Classic, Criterium",USA,First Place,
782,2017,Cycling,Caroline Mani,"Colorado Springs Orthopedic Group presents Community Crits at PPIR, 22 Aug",USA,First Place,
783,2017,Cycling,Maria Giulia Confalonieri,"Women's Elite, 8th Dwars door de Westhoek, Boezinge, Belgium, 14 May",Italy,Second Place,
784,2017,Cycling,Valerie Demey,"Women's Elite, 8th Dwars door de Westhoek, Boezinge, Belgium, 14 May",Belgium,Third Place,
785,2017,Cycling,Norma Hilton,"Red Kite Championship and NCNCA Masters, CRIT Women Master 65+ Cat 1/2/3/4/5, Pleasanton, CA, 3 Sept",USA,First Place,
786,2017,Cycling,Narda Roushdi,"Red Kite Championship and NCNCA Masters, CRIT Women Master 65+ Cat 1/2/3/4/5, Pleasanton, CA, 3 Sept",USA,Second Place,
787,2017,Disc Golf,Carli Bennett,"New England Disc Golf Championships, FPO Open Women, Ayer, MA, 30 September",USA,First Place,[1]
788,2017,Disc Golf,Kathryn Gray,"New England Disc Golf Championships, FPO Open Women, Ayer, MA, 30 September",USA,Second Place,[1]
789,2017,Disc Golf,Ashley Toomey,"The Fourth Annual 28 Chain Salute, Open Women, Devens, MA, 8 July",USA,First Place,[1]
790,2017,Disc Golf,Kathryn Gray,"The Fourth Annual 28 Chain Salute, Open Women, Devens, MA, 8 July",USA,Second Place,[1]
791,2017,Disc Golf,Fallon Enman,"The Fourth Annual 28 Chain Salute, Open Women, Devens, MA, 8 July",USA,Third Place,[1]
792,2017,Disc Golf,Wendy Boutin,"Tully Open, FPO Open Women, Royalston, Massachusetts, 21 May",USA,First Place,[1]
793,2017,Disc Golf,Julie Ferdella,"Tully Open, FPO Open Women, Royalston, Massachusetts, 21 May",USA,Second Place,[1]
794,2017,Disc Golf,Nicole Dionisio,"The Farmers Daughters Open, FPO Open Women, Gardiner, Maine, 13 May",USA,First Place,[1]
795,2017,Disc Golf,Erica Johnson,"The Farmers Daughters Open, FPO Open Women, Gardiner, Maine, 13 May",USA,Second Place,[1]
796,2017,Disc Golf,Jennifer Mcgibbon,"The Farmers Daughters Open, FPO Open Women, Gardiner, Maine, 13 May",USA,Third Place,[1]
797,2017,Disc Golf,Kathryn Gray,"Eastern Championships 12, FPO Open Women, Topsfield, Massachusetts, 6 May",USA,First Place,[1]
798,2016,Cycling,Debbie Milne,Greenville Spring Series #6; 28 Feb; Women Cat 1/2/3/4,USA,First Place,
799,2016,Cycling,Allison Linnell,Sunshine GP - Pinellas Park; Women 1/2; 20 March,USA,First Place,
800,2016,Cycling,Hannah Arensmen,"Dilworth Criterium, 9 Apr, Senior Women",USA,First Place,"[1],[2]"
801,2016,Cycling,Jennifer Wakeman,The Bikelaw CCA Regional Crit Championship at the Parck Circle Criterium; 21 May; Masters Women,USA,First Place,
802,2016,Cycling,Stephanie Cucas,"SweetWater IPA Omnium, Crit, 5 Jun, Women P/1/2",USA,First Place,
803,2016,Cycling,Megan Heath,"Georgia Cycling Gran Prix, Infinite Energy Area, 22 July, Women P/1/2/3",USA,First Place,
804,2016,Cycling,Megan Heath,"Georgia Cycling Gran Prix, Newton County Circuit Race, Women P/1/2/3, 24 July",USA,First Place,
805,2016,Cycling,Stephanie Cucaz,"Crossroads Classic Day 1; 4 Aug, Women Masters Open",USA,First Place,
806,2016,Cycling,Kate Kirkpatrick,"Crossroads Classic Day 2, 5 Aug, Women Masters Open",USA,First Place,
807,2016,Cycling,Kate Kirkpatrick,"Crossroads Classic Day 3, 6 Aug, Women Masters Open",USA,First Place,
808,2016,Cycling,Stephanie Cucaz,"Crossroads Classic Day 4, 7 Aug, Women Masters Open",USA,First Place,
809,2016,Cycling,Helen Casabona,"Red Kite Omnium Cycling Event #13, Red Kite Criterium, CRIT Woman Master 55+ Cat 1/2/3/4/5, Livermore, CA, 7 Aug",USA,Second Place,
810,2016,Cycling,Norma Hilton,"Red Kite Omnium Cycling Event #13, Red Kite Criterium, CRIT Woman Master 55+ Cat 1/2/3/4/5, Livermore, CA, 7 Aug",USA,Third Place,
811,2016,Cycling,Jenny Frayer,"Red Kite Championship Weekend, Omnium and NCNCA Masters, Cycling, CRIT Women Master 60-64 Cat 1/2/3/4/5, Pleasanton, CA, 3-4 Sept",USA,Second Place,
812,2016,Disc Golf,Kathryn Gray,"2nd Annual Devens Womens Open, FPO Open Women, Devens, Massachusetts, 21 August",USA,First Place,[1]
813,2016,Disc Golf,Fallon Enman,"2nd Annual Devens Womens Open, FPO Open Women, Devens, Massachusetts, 21 August",USA,Second Place,[1]
814,2016,Disc Golf,Ashley Toomey,"The Third Annual 28 Chain Salute - All Pro &amp; MA1, FPO Open Women, Devens, Massachusetts, 23 July",USA,First Place,[1]
815,2016,Indoor Rowing,Carie Graves,"C.R.A.S.H.-B Sprints World Indoor Rowing Championships, Women's 60-64, Boston, MA, 28 February",USA,First Place without Tie,
816,2016,Indoor Rowing,Jeanne Perantoni,"C.R.A.S.H.-B Sprints World Indoor Rowing Championships, Women's 60-64, Boston, MA, 28 February",USA,Second Place,
817,2016,Mountain Biking,Anna Sparks,"El Tour de Tucson Mountain Biking, Women's 106 miles, Tucson, Arizona, 19 November",USA,First Place,
818,2016,Mountain Biking,Suzanne Sonye,"El Tour de Tucson Mountain Biking, Women's 106 miles, Tucson, Arizona, 19 November",USA,Second Place,
819,2016,Mountain Biking,Jennifer Chansley,"El Tour de Tucson Mountain Biking, Women's 106 miles, Tucson, Arizona, 19 November",USA,Third Place,
820,2016,Track and Field,Melissa Bishop,"Summer Olympics, Women's 800 meters race, Rio de Janiero, Brazil, 20 August",Canada,Gold Medal*,"[1],[2]"
821,2016,Track and Field,Joanna Jozwik,"Summer Olympics, Women's 800 meters race, Rio de Janiero, Brazil, 20 August",Poland,Silver Medal*,"[1],[2]"
822,2016,Track and Field,Lynsey Sharp,"Summer Olympics, Women's 800 meters race, Rio de Janiero, Brazil, 20 August",UK,Bronze Medal*,"[1],[2]"
823,2015,Cycling,Ayesha McGowan,Park Circle Criterium; April 28; Women Cat 3/4,USA,First Place,
824,2015,Cycling,Chris Tommerdahl,CCA Regional Champs Road Race; Women 19+; June 27-28,USA,First Place,
825,2015,Cycling,Sarah Dudley,SRS #2; Albany Crit; Women Cat 3/4; 16 May,USA,First Place,
826,2015,Cycling,Holli Steelman,"43rd Carolina Cup, September 3; Women Cat 1/2/3/4",USA,First Place,
827,2015,Cycling,Emily Cooper,"HHC Rumble @ Roebling; Saturday, Women Cat 3, 8 August",USA,First Place,
828,2015,Cycling,Jennifer Vogel,"HHC Rumble @ Roebling; Saturday, Women Cat 3/4, 8 August",USA,First Place,
829,2015,Cycling,Ava Sykes,"HHC Rumble @ Roebling; Saturday, Women Cat 3, 9 August",USA,First Place,
830,2015,Cycling,Lotte Kopecky,"Women's Elite; 9th Trofee Maarten Wynants, 16 May, Helchteren, Belgium",Belgium,First Place,
831,2015,Cycling,Sara Mustonen,"Women's Elite; 9th Trofee Maarten Wynants, 16 May, Helchteren, Belgium",Belgium,Second Place,
832,2015,Cycling,Sofie De Vuyst,"Women's Elite; 9th Trofee Maarten Wynants, 16 May, Helchteren, Belgium",Belgium,Third Place,
833,2015,Cycling,Anouska Koster,"Women's Elite, Ronde van Overijssel Women, Rijssen, Netherlands, 1 May",Netherlands,Second Place,
834,2015,Cycling,Ellen Van Dijk,"Women's Elite, Ronde van Overijssel Women, Rijssen, Netherlands, 1 May",Netherlands,Third Place,
835,2015,Disc Golf,Joy Hartwell,"The 28 Chain Salute, FPO Open Women, Devens, Massachusetts, 20 June",USA,First Place,[1]
836,2015,Disc Golf,Ashley Toomey,"Borderland Spring Fling, FPO Open Women, North Easton, Massachusetts, 6-7 June",USA,First Place,[1]
837,2015,Disc Golf,Joy Hartwell,"Eastern Massachusetts Championships X, FPO Open Women, Topsfield, Massachusetts, 3 May",USA,First Place,[1]
838,2015,Disc Golf,Ashley Toomey,"Amesbury Pines Open XX, FPO Open Women, Amesbury, Massachusetts, 2 May",USA,First Place,[1]
839,2014,Cycling,Melanie Petersen,"Salinas Criterium, Cycling, CRIT Women Cat 4, Salinas, CA, 25 May",USA,Third Place,
840,2014,Disc Golf,Dena Laudon,"3rd Annual Webster Fall Open + Pig Roast, FPO Open Women, Webster, Massachusetts, 6 September",USA,Second Place,
841,2014,Disc Golf,Erica Johnson,"3rd Annual Webster Fall Open + Pig Roast, FPO Open Women, Webster, Massachusetts, 6 September",USA,First Place,
842,2014,Disc Golf,Erica Johnson,"3rd Annual Webster Fall Open, FPO Open Women, Webster, Massachusetts, 6 September",USA,First Place,[1]
843,2014,Disc Golf,Dena Laudon,"3rd Annual Webster Fall Open, FPO Open Women, Webster, Massachusetts, 6 September",USA,Second Place,[1]
844,2014,Disc Golf,Mandy Sharp,"WGE - The Ladies of Music City Disc Golf present the 2014 Women's Global Event, FPO Open Women, Nashville, TN, 10 May",USA,First Place,[1]
845,2014,Disc Golf,Rebecca Kersey,"WGE - The Ladies of Music City Disc Golf present the 2014 Women's Global Event, FPO Open Women, Nashville, TN, 10 May",USA,Second Place,[1]
846,2014,Disc Golf,Amanda Robinson,"WGE - The Ladies of Music City Disc Golf present the 2014 Women's Global Event, FPO Open Women, Nashville, TN, 10 May",USA,Third Place,[1]
847,2014,Disc Golf,Krystin Nowicki,"The Amateur Championship at Bowling Green, FA1 Advanced Women, Bowling Green, KY, 11-13 April",USA,First Place,[1]
848,2014,Disc Golf,Dalva McCandless,"The Amateur Championship at Bowling Green, FA1 Advanced Women, Bowling Green, KY, 11-13 April",USA,Second Place,[1]
849,2014,Disc Golf,Becky Gerhart,"The Amateur Championship at Bowling Green, FA1 Advanced Women, Bowling Green, KY, 11-13 April",USA,Third Place,[1]
850,2008,Golf,Phillis Meti,World Long Drive Championship,USA,First Place,"[1],[2]"
851,2006,Mountain Biking,Danika Schroeter,"Canadian Mountain Bike Downhill Cycling National Championships, Women, 23 July",Canada,First Place,[1]
852,2006,Mountain Biking,Petra Wiltshire,"DHI Masters World Championships, Women's 35+ division, Sun Peaks, British Columbia, September 2",UK,First Place,[1]
853,2006,Mountain Biking,Julie Olsen,"DHI Masters World Championships, Women's 35+ division, Sun Peaks, British Columbia, September 2",USA,Second Place,[1]
854,2006,Mountain Biking,Denise Britton,"DHI Masters World Championships, Women's 35+ division, Sun Peaks, British Columbia, September 2",USA,Third Place,[1]
855,2003,Mountain Biking,Claire Buchar,Canadian National Downhill Mountain Biking Championships,Canada,First Place,[1]
856,2003,Mountain Biking,Yasmin Kassam,"Hammerfest 2003, Elite Womens Division, Parksville, British Columbia, May 4",Canada,First Place,[1]
857,2003,Mountain Biking,Danika Schroeter,"Hammerfest 2003, Elite Womens Division, Parksville, British Columbia, May 4",Canada,Second Place,[1]
858,2003,Mountain Biking,Seana Wright,"Hammerfest 2003, Elite Womens Division, Parksville, British Columbia, May 4",Canada,Third Place,[1]
859,2003,Mountain Biking,Deb MacKillop,"Bear Mountain Challenge, Elite Womens Division, Mission, British Columbia, June 8",Canada,First Place,[1]
860,2003,Mountain Biking,Katrina Strand,"Bear Mountain Challenge, Elite Womens Division, Mission, British Columbia, June 8",Canada,Second Place,[1]
861,2003,Mountain Biking,Adrienne Miller,"Bear Mountain Challenge, Elite Womens Division, Mission, British Columbia, June 8",Canada,Third Place,[1]
862,2003,Mountain Biking,Deb MacKillop,"Hemlock Mountain Bike Festival, Hemlock Challenge Downhill, Elite Womens Division, Hemlock Valley Resort, August 24",Canada,Second Place,[1]
863,2003,Mountain Biking,Katrina Strand,"Hemlock Mountain Bike Festival, Hemlock Challenge Downhill, Elite Womens Division, Hemlock Valley Resort, August 24",Canada,Third Place,[1]
864,2002,Mountain Biking,Cassandra Boon,"Bear Mountain Challenge, Senior Elite Women division, Mission, British Columbia, June 1-2",Canada,First Place,[1]
865,2002,Mountain Biking,Claire Buchar,"Bear Mountain Challenge, Senior Elite Women division, Mission, British Columbia, June 1-2",Canada,Second Place,[1]
866,2002,Mountain Biking,Sylvie Allen,"Bear Mountain Challenge, Senior Elite Women division, Mission, British Columbia, June 1-2",Canada,Third Place,[1]
867,2002,Mountain Biking,Sylvie Allen,"Sun Peaks, Senior Elite Womens Division, Sun Peaks, British Columbia, July 13-14",Canada,First Place,[1]
868,2002,Mountain Biking,Claire Buchar,"Sun Peaks, Senior Elite Womens Division, Sun Peaks, British Columbia, July 13-14",Canada,Second Place,[1]
869,2002,Mountain Biking,Deb MacKillop,"Sun Peaks, Senior Elite Womens Division, Sun Peaks, British Columbia, July 13-14",Canada,Third Place,[1]
870,2002,Mountain Biking,Barb Haley,"Hemlock Challenge, Senior Elite Womens Division, Hemlock Resort, British Columbia, August 10-11",Canada,First Place,[1]
871,2001,Mountain Biking,Katrina Strand,"Double Dog Downhill, Senior Expert Women division, Silverstar Mountain, British Columbia, July 1",Canada,First Place,[1]
872,2001,Mountain Biking,Melanie McCullum,"Double Dog Downhill, Senior Expert Women division, Silverstar Mountain, British Columbia, July 1",Canada,Second Place,[1]
873,2001,Mountain Biking,Suzanne Scorda,"Double Dog Downhill, Senior Expert Women division, Silverstar Mountain, British Columbia, July 1",Canada,Third Place,[1]
874,2001,Mountain Biking,Melanie McCullum,"Bear Mountain Downhill, Senior Sport Women division, Mission British Columbia, May 26-27",Canada,First Place,[1]
875,2001,Mountain Biking,Adrienne Miller,"Bear Mountain Downhill, Senior Sport Women division, Mission British Columbia, May 26-27",Canada,Second Place,[1]
876,2001,Mountain Biking,Alix Ius,"Bear Mountain Downhill, Senior Sport Women division, Mission British Columbia, May 26-27",Canada,Third Place,[1]
877,2001,Mountain Biking,Kelli Sherbinin,"Cyclepath Triple Threat, Senior Sport Women division, Crystal Mountain, British Columbia, June 2-3",Canada,First Place,[1]
878,2001,Mountain Biking,Angela Beeson,"Cyclepath Triple Threat, Senior Sport Women division, Crystal Mountain, British Columbia, June 2-3",Canada,Second Place,[1]
879,2001,Mountain Biking,Kristina Bangman,"Cyclepath Triple Threat, Senior Sport Women division, Crystal Mountain, British Columbia, June 2-3",Canada,Third Place,[1]
880,2023,Road Running,Joanna Gallagher,"Exeter Half Marathon, V45 Women, Exeter, UK, February 11",UK,First Place,[1]
881,2023,Road Running,Nicky Maguire,"Exeter Half Marathon, V45 Women, Exeter, UK, February 11",UK,Second Place,[1]
882,2023,Road Running,Georgina Smith,"Exeter Half Marathon, V45 Women, Exeter, UK, February 11",UK,Third Place,[1]
883,2021,Road Running,Kathryn Beades,"Torrington Christmas Caper 10, V40 Women, Great Torrington, UK, December 19",UK,Second Place,[1]
884,2021,Road Running,Holly Webbe,"Torrington Christmas Caper 10, V40 Women, Great Torrington, UK, December 19",UK,Third Place,[1]
885,2021,Road Running,Jo Meek,"Torrington Christmas Caper 10, V40 Women, Great Torrington, UK, December 19",UK,First Place,[1]
886,2022,Road Running,Alison Thorn,"Michelmores 5K Charity Run, FU50 Women, Exeter, UK, September 8",UK,First Place,[1]
887,2022,Road Running,Charlotte Bolton,"Michelmores 5K Charity Run, FU50 Women, Exeter, UK, September 8",UK,Second Place,[1]
888,2022,Road Running,Aby Sampson,"Michelmores 5K Charity Run, FU50 Women, Exeter, UK, September 8",UK,Third Place,[1]
889,2023,Cycling,Giulia Affaticati,"Rad Race Fixec 42 world Championship, Women's Cycling, Berlin, Germany, July 2",Italy,First Place,[1]
890,2023,Cycling,Selina Burch,"Rad Race Fixec 42 world Championship, Women's Cycling, Berlin, Germany, July 2",Switzerland,Second Place,[1]
891,2023,Cycling,Paola Panzeri,"Rad Race Fixec 42 world Championship, Women's Cycling, Berlin, Germany, July 2",Italy,Third Place,[1]
892,2023,Cycling,Flavia Oliveira Parks,"Cascade Grave Grinder-Time Trial, Open Women, Bend, OR, May 12",USA,First Place,[1]
893,2023,Cycling,Serena Bishop Gordon,"Cascade Grave Grinder-Time Trial, Open Women, Bend, OR, May 12",USA,Second Place,[1]
894,2023,Cycling,Sarah Burke,"Cascade Grave Grinder-Time Trial, Open Women, Bend, OR, May 12",USA,Third Place,[1]
895,2021,Disc Golf,Kimberly Giannola,"FPO Open Women, Lawrence Open 2021 Presented By DDKC in Partnership with KVDGC, April 3",USA,First Place,[1]
896,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, Maverick DG: Centennial Chain Crash 2020 Press by Grip Equipment, Nov 28",USA,First Place,[1]
897,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, Platypus Open, a Kaw Valley Disc Golf Club event, Nov 14",USA,First Place,[1]
898,2020,Disc Golf,Mckayla Thomas,"FPO Open Women, 38th Annual Kansas City Wide Open, Oct 17-18",USA,First Place,[1]
899,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, 38th Annual Kansas City Wide Open, Oct 17-18",USA,Second Place,[1]
900,2020,Disc Golf,Amy Schmidt,"FPO Open Women, 38th Annual Kansas City Wide Open, Oct 17-18",USA,Third Place,[1]
901,2020,Disc Golf,Katelyn Belty,"FPO Open Women, 2nd Annual Emporia Ladies Open Presented by Dynamic Discs, Oct 3-4",USA,First Place,[1]
902,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, 2nd Annual Emporia Ladies Open Presented by Dynamic Discs, Oct 3-4",USA,Second Place,[1]
903,2020,Disc Golf,Denise Cameron,"FPO Open Women, 2nd Annual Emporia Ladies Open Presented by Dynamic Discs, Oct 3-4",USA,Third Place,[1]
904,2020,Disc Golf,Jaimee Crosby,"FPO Open Women, Shooting Stars Ladies Open, Sep 19",USA,First Place,[1]
905,2020,Disc Golf,Callie Tometich,"FPO Open Women, Shooting Stars Ladies Open, Sep 19",USA,Second Place,[1]
906,2020,Disc Golf,Emma Arp,"FPO Open Women, Shooting Stars Ladies Open, Sep 19",USA,Third Place,[1]
907,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, LouLadies Challenge, Aug 29",USA,First Place,[1]
908,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, Liberty Gold, Jul 26",USA,First Place,[1]
909,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, Siege of Stanton Lake, Jul 12",USA,First Place,[1]
910,2020,Disc Golf,Kimberly Giannola,"FPO Open Women, Kan-u-Wyco (Pro + Advanced), Mar 7",USA,First Place,[1]
911,2020,DIsc Golf,Kaylee Kincaid,"FPO Open Women, Kan-u-Wyco (Pro + Advanced), Mar 7",USA,Second Place,[1]
912,2019,DIsc Golf,Kimberly Giannola,"FPO Open Women, Maverick DG: Centennial Chain Crash 6 pres by Grip Equipment, Nov 30",USA,First Place,[1]
